MovieID,rating_count,rating_mean,rating_std,rating_min,rating_max,rating_median,Year,Title,movie_age,title_length,era,popularity_level
5583,3558,2.8111298482293425,1.0206029487385815,1,5,3.0,2005,The Marksman,1,12,modern,high
5584,70,2.9,1.3204083689789174,1,5,3.0,1987,Street Trash,19,12,eighties,very_low
5585,123,2.975609756097561,1.1697233428979825,1,5,3.0,1937,Drole de Drame,69,14,classic,very_low
5586,141,2.6808510638297873,1.1607826727574202,1,5,3.0,1969,Katzelmacher,37,12,vintage,very_low
5587,8796,3.5582082764893133,1.0219421789996666,1,5,4.0,1984,Johnny Dangerously,22,18,eighties,very_high
5588,555,3.3477477477477477,1.3407556767097408,1,5,3.0,2001,Jackie Chan Adventures: The Dark Hand Returns,5,45,modern,medium
5589,32218,3.079613880439506,1.0022600775031396,1,5,3.0,2002,The Time Machine,4,16,modern,very_high
5590,1576,3.9911167512690353,1.1380505845643043,1,5,4.0,2005,VeggieTales: Duke and the Great Pie War,1,39,modern,high
5591,10248,3.4929742388758784,0.9971900672262006,1,5,4.0,1986,Sid & Nancy,20,11,eighties,very_high
5592,78,2.128205128205128,1.0612290639664588,1,5,2.0,1975,Midnight Blue: The Deep Throat Special Edition: Vol. 1: 1975 to 1987,31,68,vintage,very_low
5593,155,2.9419354838709677,1.094488611400761,1,5,3.0,1999,Durango Kids,7,12,nineties,very_low
5594,250,2.572,1.058915107465786,1,5,3.0,1978,Toolbox Murders,28,15,vintage,low
5595,193,3.621761658031088,1.2276938938774211,1,5,4.0,2001,Steve Vai: Live at the Astoria,5,30,modern,low
5596,184,3.777173913043478,1.034551011176147,1,5,4.0,1992,Alien 3: Collector's Edition: Bonus Material,14,44,nineties,low
5597,68,2.8823529411764706,1.3986071084198604,1,5,3.0,2005,Lupin the 3rd: Farewell to Nostradamus,1,38,modern,very_low
5598,2609,3.8420850900728247,1.2145177312184534,1,5,4.0,1998,Lain #2: Knights,8,16,nineties,high
5599,160,3.4125,1.1942603826784262,1,5,3.0,2004,George Harrison: The Dark Horse Years 1976-1992,2,47,modern,very_low
5600,130,3.576923076923077,1.0845310108138058,1,5,4.0,2005,Bunty Aur Babli,1,15,modern,very_low
5601,36600,3.8583333333333334,0.9367910566941333,1,5,4.0,1962,The Manchurian Candidate,44,24,vintage,very_high
5602,1039,3.074109720885467,1.02628910031701,1,5,3.0,1996,Last Dance,10,10,nineties,high
5603,436,3.591743119266055,1.1010238445530527,1,5,4.0,1991,JFK: Special Edition: Bonus Material,15,36,nineties,medium
5604,3432,2.441142191142191,1.1098392418283145,1,5,2.0,2003,Dorm Daze,3,9,modern,high
5605,1770,3.9796610169491524,1.147481770228811,1,5,4.0,1946,Children of Paradise,60,20,classic,high
5606,139,2.6115107913669067,1.176526399039276,1,5,3.0,1988,Picture of a Nymph,18,18,eighties,very_low
5607,16811,3.4454226399381356,0.986424065687388,1,5,3.0,1996,The Hunchback of Notre Dame,10,27,nineties,very_high
5608,597,3.4321608040201004,1.3402034007219705,1,5,3.0,1962,The Lucy Show,44,13,vintage,medium
5609,1186,3.709949409780776,1.111589350216355,1,5,4.0,2003,Blue's Clues: Blue Takes You to School,3,38,modern,high
5610,291,3.4810996563573884,1.207228298995858,1,5,4.0,1961,The Bruce Brown Surf Collection: Surfing Hollow Days,45,52,vintage,low
5611,236,2.2457627118644066,1.063406334764113,1,5,2.0,2000,Rangers,6,7,modern,low
5612,6309,3.527183388809637,1.0900038722289853,1,5,4.0,1996,Kids in the Hall: Brain Candy,10,29,nineties,very_high
5613,119,2.1512605042016806,1.0053977664837888,1,5,2.0,1994,Loaded,12,6,nineties,very_low
5614,79325,3.783044437440908,1.0995653028268708,1,5,4.0,2000,Best in Show,6,12,modern,very_high
5615,66,3.272727272727273,1.4522709489247894,1,5,3.5,1994,Danielle Steel's A Perfect Stranger,12,35,nineties,very_low
5616,1838,3.6425462459194775,0.8686623294195416,1,5,4.0,1966,The Blue Max,40,12,vintage,high
5617,7219,2.85773652860507,1.0457063258814878,1,5,3.0,2000,Hanging Up,6,10,modern,very_high
5618,103,2.6990291262135924,0.7775647183998318,1,5,3.0,2003,Russkies,3,8,modern,very_low
5619,75,3.36,1.0984017873649363,1,5,3.0,1946,Fright Fest: Vincent Price,60,26,classic,very_low
5620,85,1.9529411764705882,1.0900620597551534,1,5,2.0,1987,Tough Guys Don't Dance,19,22,eighties,very_low
5621,16376,3.3541768441621884,1.0663420903588106,1,5,3.0,1994,Naked Gun 33 1/3: The Final Insult,12,34,nineties,very_high
5622,2616,2.881880733944954,1.2710184932739403,1,5,3.0,1958,Plan 9 from Outer Space,48,23,classic,high
5623,711,2.911392405063291,1.1588105372727453,1,5,3.0,2003,Daredevil: Bonus Material,3,25,modern,medium
5624,324,3.29320987654321,1.1844517245139248,1,5,3.0,1999,"Sexo, Pudor y Lagrimas",7,22,nineties,low
5625,12298,3.199300699300699,1.0024980584327445,1,5,3.0,1999,At First Sight,7,14,nineties,very_high
5626,89,3.4719101123595504,1.2348158460461132,1,5,4.0,2000,Cyndi Lauper: Twelve Deadly Cyns ...  and Then Some,6,51,modern,very_low
5627,1494,3.6519410977242304,0.9837968504786898,1,5,4.0,1955,All That Heaven Allows,51,22,classic,high
5628,65317,3.1632040663227032,1.0316671654446492,1,5,3.0,1996,The Nutty Professor,10,19,nineties,very_high
5629,4278,3.0479195885928005,0.9894435186413417,1,5,3.0,1975,Shampoo,31,7,vintage,very_high
5630,1341,3.722595078299776,1.1106020181111125,1,5,4.0,2000,Blue's Big Musical Movie: Blue's Clues,6,38,modern,high
5631,206,2.9466019417475726,1.1052262131528157,1,5,3.0,1986,Gone to Texas,20,13,eighties,low
5632,1203,3.9251870324189526,0.9172350628368167,1,5,4.0,2000,Midsomer Murders: Judgment Day,6,30,modern,high
5633,6910,3.856729377713459,1.0322742426402836,1,5,4.0,1999,Tuesdays with Morrie,7,20,nineties,very_high
5634,103,2.7281553398058254,1.040307031953072,1,5,3.0,2004,The Touch,2,9,modern,very_low
5635,94,2.351063829787234,1.2759769338302693,1,5,2.0,1998,The Mafia: An Expose - Gotti and a Mafia Resume,8,47,nineties,very_low
5636,3334,3.9748050389922014,1.1273385366429298,1,5,4.0,1988,Married... with Children: Season 3,18,34,eighties,high
5637,346,2.8121387283236996,1.085863067328714,1,5,3.0,1997,Vanishing Point,9,15,nineties,low
5638,4335,3.4006920415224915,1.0642703686560648,1,5,3.0,2001,Baran,5,5,modern,very_high
5639,2284,3.533274956217163,0.9870983557695687,1,5,4.0,1943,For Whom the Bell Tolls,63,23,classic,high
5640,1206,3.0655058043117744,1.0816558082487,1,5,3.0,1990,Once a Thief,16,12,nineties,high
5641,112,2.3482142857142856,1.0880996031893158,1,5,2.0,1995,Voodoo,11,6,nineties,very_low
5642,3010,3.203654485049834,1.1199510684405136,1,5,3.0,1990,Henry: Portrait of a Serial Killer,16,34,nineties,high
5643,281,2.487544483985765,0.9967920074167038,1,5,2.0,1994,Naked in New York,12,17,nineties,low
5644,4754,2.9432057214976863,1.0228470993661536,1,5,3.0,2004,Melinda and Melinda,2,19,modern,very_high
5645,843,2.919335705812574,1.2108549167625513,1,5,3.0,1990,Repossessed,16,11,nineties,medium
5646,10558,3.844193976131843,0.8896007605600723,1,5,4.0,2001,61*,5,3,modern,very_high
5647,2861,2.7350576721426076,0.9696754765845862,1,5,3.0,1996,Feeling Minnesota,10,17,nineties,high
5648,278,3.406474820143885,1.2062837063602043,1,5,4.0,2004,Creature Comforts: Season 1,2,27,modern,low
5649,135,3.0444444444444443,1.1709587006410451,1,5,3.0,2002,Cybermutt,4,9,modern,very_low
5650,10043,3.763815592950314,1.0272027296338324,1,5,4.0,1999,Buena Vista Social Club,7,23,nineties,very_high
5651,12918,3.1257934664808795,1.034834391845749,1,5,3.0,1992,Boomerang,14,9,nineties,very_high
5652,5889,3.826116488368144,0.9292155048743045,1,5,4.0,1949,Twelve O'Clock High,57,19,classic,very_high
5653,1047,3.6867239732569246,0.9596274089877628,1,5,4.0,1973,The Night Stalker / The Night Strangler,33,39,vintage,high
5654,313,2.984025559105431,1.0204953042573515,1,5,3.0,1973,Chino,33,5,vintage,low
5655,2133,3.6990154711673697,0.9802859627220379,1,5,4.0,1997,The Harmonists,9,14,nineties,high
5656,23342,3.7063233656070604,1.009356991769382,1,5,4.0,1986,Star Trek IV: The Voyage Home,20,29,eighties,very_high
5657,2106,3.6490978157644824,1.0044280313877685,1,5,4.0,2003,Billabong Odyssey,3,17,modern,high
5658,5353,3.4264898187932,1.1141268897214696,1,5,4.0,2001,The Experiment,5,14,modern,very_high
5659,2046,2.893939393939394,1.1587837921759636,1,5,3.0,1988,Two Moon Junction,18,17,eighties,high
5660,191,2.183246073298429,1.0774882767332818,1,5,2.0,2004,Bite Me!,2,8,modern,low
5661,568,3.4507042253521125,1.1195077325131428,1,5,3.0,1989,The Best of Dr. Seuss,17,21,eighties,medium
5662,627,3.325358851674641,0.9819674407666656,1,5,3.0,1996,La Ceremonie,10,12,nineties,medium
5663,6150,2.9001626016260165,0.9611666081176975,1,5,3.0,2002,The Cat's Meow,4,14,modern,very_high
5664,176,3.153409090909091,1.173171414939509,1,5,3.0,1983,Fire and Ice,23,12,eighties,low
5665,14620,3.4589603283173735,0.918394618981507,1,5,3.0,1987,The Secret of My Success,19,24,eighties,very_high
5666,392,3.510204081632653,1.251044764076181,1,5,4.0,2002,Zone of the Enders: Idolo,4,25,modern,medium
5667,11322,2.8874757110051226,1.1202989326160586,1,5,3.0,2005,Son of the Mask,1,15,modern,very_high
5668,119,2.3949579831932772,0.9674226408433062,1,5,2.0,1987,Square Dance,19,12,eighties,very_low
5669,144,3.388888888888889,1.3228022338224823,1,5,3.5,2003,World Poker Tour: Season 2,3,26,modern,very_low
5670,1468,3.172343324250681,1.2042294073605162,1,5,3.0,2002,Naqoyqatsi,4,10,modern,high
5671,4419,3.8540393754243043,0.9355480762989685,1,5,4.0,1996,Secrets & Lies,10,14,nineties,very_high
5672,5105,3.3884427032321254,0.9744701678608138,1,5,3.0,1997,The Borrowers,9,13,nineties,very_high
5673,134,3.044776119402985,1.181725968780449,1,5,3.0,2004,Batman: Holy Batmania,2,21,modern,very_low
5674,108,2.324074074074074,0.9937063981260784,1,4,2.0,2000,Olive Juice,6,11,modern,very_low
5675,160,2.76875,1.0944219633954102,1,5,3.0,1998,Hellcab,8,7,nineties,very_low
5676,243,2.9958847736625516,1.2448171640012016,1,5,3.0,2000,Maggie and the Ferocious Beast: Adventures in Nowhere Land,6,58,modern,low
5677,138,3.1666666666666665,1.3377360400674634,1,5,3.0,1994,Greater Tuna,12,12,nineties,very_low
5678,99,2.676767676767677,1.3614839055482795,1,5,3.0,1994,Saved by the Bell: The New Class: Season 2,12,42,nineties,very_low
5679,1378,2.590711175616836,1.083701497034726,1,5,3.0,2002,Mr. Smith Gets a Hustler,4,24,modern,high
5680,762,3.9553805774278215,1.3072540658510228,1,5,4.0,2003,Dragon Ball GT: The Lost Episodes,3,33,modern,medium
5681,205,2.892682926829268,1.0838362883536314,1,5,3.0,1983,High School USA,23,15,eighties,low
5682,169,3.0236686390532546,1.1647228503458578,1,5,3.0,1922,Oliver Twist,84,12,classic,low
5683,1732,3.7511547344110854,0.9100973121486048,1,5,4.0,1943,Sahara,63,6,classic,high
5684,172,3.6511627906976742,1.3659813588623444,1,5,4.0,1969,Dark Shadows: Vol. 17,37,21,vintage,low
5685,247,3.4898785425101213,1.2586686351679661,1,5,4.0,2001,Pride FC: Grand Prix Finals,5,27,modern,low
5686,3690,2.926287262872629,1.1428173439212364,1,5,3.0,1993,Nowhere to Run,13,14,nineties,high
5687,130,3.3846153846153846,1.0810891391986426,1,5,3.0,2002,Prisoner of Paradise,4,20,modern,very_low
5688,198,3.595959595959596,1.0414670628633809,1,5,4.0,2004,Extreme Engineering: Boston's Big Dig,2,37,modern,low
5689,147,3.054421768707483,1.102812798016093,1,5,3.0,1982,Forced Vengeance,24,16,eighties,very_low
5690,146,3.0547945205479454,1.081383672496576,1,5,3.0,2002,National Geographic: Through the Lens,4,37,modern,very_low
5691,128,3.3828125,1.1232762384533983,1,5,4.0,1941,Deanna Durbin: It Started with Eve / Can't Help Singing,65,55,classic,very_low
5692,19749,2.979036913261431,1.1569492477127004,1,5,3.0,2000,"Dude, Where's My Car?",6,21,modern,very_high
5693,1091,3.84051329055912,1.1406779380304675,1,5,4.0,1977,Doctor Who: The Talons of Weng-Chiang,29,37,vintage,high
5694,405,3.1037037037037036,1.1514567231374893,1,5,3.0,1992,In the Soup,14,11,nineties,medium
5695,65630,3.1371324089593173,1.1794703813417182,1,5,3.0,2003,Bad Santa,3,9,modern,very_high
5696,6626,4.196951403561727,0.9788694609793637,1,5,4.0,1999,The X-Files: Season 7,7,21,nineties,very_high
5697,114,3.0,1.3501884496460195,1,5,3.0,2005,The Big Black Comedy Show: Vol. 2,1,33,modern,very_low
5698,202,2.8069306930693068,1.0684770792134441,1,5,3.0,1985,Fool for Love,21,13,eighties,low
5699,3262,3.8231146535867566,1.104330240051483,1,5,4.0,2002,Joshua,4,6,modern,high
5700,4012,4.213359920239282,0.9826929033921309,1,5,4.0,2003,Law & Order: Season 14,3,22,modern,high
5701,107,2.4205607476635516,1.1413115856004665,1,5,2.0,1994,No Contest,12,10,nineties,very_low
5702,1511,3.7643944407677035,0.9649913086501862,1,5,4.0,1962,Requiem for a Heavyweight,44,25,vintage,high
5703,316,3.088607594936709,1.2025356640479372,1,5,3.0,1981,Lucio Fulci: The House by the Cemetery,25,38,eighties,low
5704,19421,3.5766438391431956,0.9744196203753147,1,5,4.0,1997,Seven Years in Tibet,9,20,nineties,very_high
5705,1292,3.5178018575851393,1.201145385876992,1,5,4.0,2002,Star Wars: Episode II: Attack of the Clones: Bonus Material,4,59,modern,high
5706,388,3.2268041237113403,1.0393314750462,1,5,3.0,1966,The Silencers,40,13,vintage,medium
5707,2127,3.5068171133051247,1.0291268828685998,1,5,4.0,1998,Down in the Delta,8,17,nineties,high
5708,17922,3.260127217944426,0.9744600536032636,1,5,3.0,2000,The Art of War,6,14,modern,very_high
5709,306,2.957516339869281,1.0218076435356467,1,5,3.0,1997,Hollywood Confidential,9,22,nineties,low
5710,11515,3.1754233608336953,1.001633406789979,1,5,3.0,2002,Possession,4,10,modern,very_high
5711,234,3.2435897435897436,1.098409667033458,1,5,3.0,1995,New Jersey Drive,11,16,nineties,low
5712,640,3.21875,1.3481425232188171,1,5,3.0,1999,The Hunchback of Notre Dame,7,27,nineties,medium
5713,184,2.5543478260869565,1.001246550212378,1,5,3.0,2000,Backlash,6,8,modern,low
5714,1624,4.289408866995074,0.9978343254482223,1,5,5.0,1974,"Upstairs, Downstairs: Season 4",32,30,vintage,high
5715,229,2.9737991266375547,1.2839132799181225,1,5,3.0,2004,Phil of the Future: Gadgets and Gizmos,2,38,modern,low
5716,1577,3.029803424223209,1.0620349800721707,1,5,3.0,2003,Devil's Pond,3,12,modern,high
5717,496,3.5080645161290325,1.1908470306360568,1,5,4.0,2001,Recording the Producers: A Musical Romp with Mel Brooks,5,55,modern,medium
5718,778,3.625964010282776,0.9451873129798832,1,5,4.0,1960,From the Terrace,46,16,vintage,medium
5719,239,3.2552301255230125,1.0835495714135497,1,5,3.0,2000,Dhadkan,6,7,modern,low
5720,202,3.599009900990099,1.0474318320003226,1,5,4.0,2004,The Cutting Edge: The Magic of Movie Editing,2,44,modern,low
5721,196,2.7857142857142856,1.0789358480014293,1,5,3.0,1992,Johnny Suede,14,12,nineties,low
5722,301,3.26578073089701,1.1842543948665742,1,5,3.0,2000,Born to Be King: Young and Dangerous 6,6,38,modern,low
5723,176,2.7329545454545454,1.310286476061876,1,5,3.0,1995,Miyuki-chan in Wonderland,11,25,nineties,low
5724,1544,3.91839378238342,1.1401235895589434,1,5,4.0,2004,Playmakers,2,10,modern,high
5725,540,2.598148148148148,1.2674007030212768,1,5,2.0,1999,Pleasurecraft,7,13,nineties,medium
5726,92,2.891304347826087,1.1526989040930733,1,5,3.0,1980,Ram Balram,26,10,eighties,very_low
5727,28679,3.60085777049409,0.9332641099798159,1,5,4.0,1984,The Last Starfighter,22,20,eighties,very_high
5728,167,2.754491017964072,1.061182937729624,1,5,3.0,1998,Heaven,8,6,nineties,low
5729,185,2.8756756756756756,1.1183755215872468,1,5,3.0,1992,The Winter Stallion,14,19,nineties,low
5730,23257,3.2484843272993076,1.105988971204625,1,5,3.0,2005,XXX: State of the Union,1,23,modern,very_high
5731,3689,3.8330170777988615,0.9944447812588245,1,5,4.0,1938,You Can't Take It With You,68,26,classic,high
5732,90408,4.284156269356694,0.8599807601770393,1,5,4.0,1990,GoodFellas: Special Edition,16,27,nineties,very_high
5733,131,3.282442748091603,1.331712657620343,1,5,3.0,1982,Gil Scott-Heron: Black Wax/Is That Jazz?,24,40,eighties,very_low
5734,1413,2.732484076433121,0.9766679569239257,1,5,3.0,2002,The Hard Word,4,13,modern,high
5735,2128,3.093984962406015,1.1767219988932243,1,5,3.0,1962,Carnival of Souls,44,17,vintage,high
5736,872,4.092889908256881,1.0116859769683868,1,5,4.0,2005,UFC 51: Ultimate Fighting Championship: Super Saturday,1,54,modern,medium
5737,496,3.0141129032258065,1.011950022398918,1,5,3.0,1999,Two Ninas,7,9,nineties,medium
5738,12409,4.376581513417681,1.0054347236607681,1,5,5.0,2003,Alias: Season 3,3,15,modern,very_high
5739,165,3.787878787878788,1.373920324614483,1,5,4.0,2001,Linkin Park: Frat Party at the Pankake Festival,5,47,modern,low
5740,93,3.118279569892473,1.0819614069866397,1,5,3.0,1990,A.D. Police Files 1-3,16,21,nineties,very_low
5741,158,2.5822784810126582,1.1242276322382951,1,5,3.0,1970,Trash,36,5,vintage,very_low
5742,1256,3.823248407643312,0.9862646931819994,1,5,4.0,1942,The Palm Beach Story,64,20,classic,high
5743,160,2.3625,1.0369737052639307,1,5,2.0,1997,Black Thunder,9,13,nineties,very_low
5744,2130,2.642723004694836,1.0881988355831715,1,5,3.0,2001,Mimic 2: Hardshell,5,18,modern,high
5745,98,3.020408163265306,1.1027574794529278,1,5,3.0,1977,The Jacques Cousteau Odyssey: The Complete Series,29,49,vintage,very_low
5746,525,2.9847619047619047,1.295822777351019,1,5,3.0,2003,The Wiggles: Space Dancing,3,26,modern,medium
5747,765,3.6209150326797386,1.1174867554160393,1,5,4.0,1992,When It Was a Game,14,18,nineties,medium
5748,394,3.0964467005076144,1.2214526718082275,1,5,3.0,2003,Variable Geo,3,12,modern,medium
5749,91,2.89010989010989,0.9243682461317322,1,5,3.0,1997,The Woodlanders,9,15,nineties,very_low
5750,123,2.902439024390244,1.0970499498942492,1,5,3.0,1988,Messenger of Death,18,18,eighties,very_low
5751,6402,2.880349890659169,1.206809561077279,1,5,3.0,2002,Eight Crazy Nights,4,18,modern,very_high
5752,113,2.5486725663716814,1.2173679925683776,1,5,3.0,1997,China Gate,9,10,nineties,very_low
5753,90,2.477777777777778,1.1919936823769104,1,5,2.0,1989,Francesco,17,9,eighties,very_low
5754,162,2.9135802469135803,1.023907153984219,1,5,3.0,2004,The Great Aviator: Howard Hughes,2,32,modern,low
5755,212,2.6462264150943398,1.2476840747516904,1,5,3.0,1992,Edward II,14,9,nineties,low
5756,137,2.795620437956204,1.1189457100021252,1,5,3.0,2003,Men Suddenly in Black,3,21,modern,very_low
5757,132,2.8257575757575757,1.4382782970850367,1,5,3.0,1957,Do Ankhen Barah Haath,49,21,classic,very_low
5758,258,2.7209302325581395,1.1329981175682402,1,5,3.0,1981,The Aviator's Wife,25,18,eighties,low
5759,219,2.9817351598173514,1.2152074248873053,1,5,3.0,2003,Empires: Kingdom of David: The Saga of the Israelites,3,53,modern,low
5760,38571,4.4441938243758266,0.8618709593718106,1,5,5.0,2001,The Sopranos: Season 3,5,22,modern,very_high
5761,2629,3.929631038417649,1.2939358829922771,1,5,4.0,2001,Dawson's Creek: Season 5,5,24,modern,high
5762,61093,3.836838917715614,0.9182131945419884,1,5,4.0,2000,Almost Famous,6,13,modern,very_high
5763,146,2.4726027397260273,1.1215457650782046,1,5,2.0,2004,Earthquake: Nature Unleashed,2,28,modern,very_low
5764,736,3.922554347826087,1.1167162733378304,1,5,4.0,2003,.hack//Legend of the Twilight,3,29,modern,medium
5765,2689,3.622908144291558,0.953851227682001,1,5,4.0,2000,Shiloh,6,6,modern,high
5766,703,2.4423897581792318,1.1344243022100737,1,5,2.0,1998,Final Cut,8,9,nineties,medium
5767,1029,3.608357628765792,1.0424679470445997,1,5,4.0,2003,Bonhoeffer,3,10,modern,high
5768,465,3.29247311827957,1.1201751478601791,1,5,3.0,2002,Ultimate X,4,10,modern,medium
5769,154,2.844155844155844,1.2531261308171908,1,5,3.0,1999,Kripalu Yoga: Gentle/ Dynamic/ Partner,7,38,nineties,very_low
5770,155,3.0,1.3769908845391448,1,5,3.0,2000,Christina Aguilera: Genie Gets Her Wish,6,39,modern,very_low
5771,780,2.6115384615384616,1.0563677892157748,1,5,3.0,1993,Doppelganger,13,12,nineties,medium
5772,499,3.6012024048096194,1.3485372698546292,1,5,4.0,2004,WWE: No Way Out,2,15,modern,medium
5773,330,3.1606060606060606,1.0754060218434989,1,5,3.0,1946,Angel on My Shoulder,60,20,classic,low
5774,197,3.1218274111675126,1.3075060817199247,1,5,3.0,1997,Mumia Abu-Jamal: A Case For Reasonable Doubt?,9,45,nineties,low
5775,54444,3.7696715891558297,0.9424183844200045,1,5,4.0,1992,Scent of a Woman,14,16,nineties,very_high
5776,101,2.267326732673267,1.1215265410048116,1,5,2.0,2002,Eternal Blood,4,13,modern,very_low
5777,507,2.9881656804733727,0.9999298335885749,1,5,3.0,1980,Foxes,26,5,eighties,medium
5778,28610,3.6784690667598743,1.0684110714809683,1,5,4.0,1990,"The Godfather, Part III",16,23,nineties,very_high
5779,601,3.1014975041597337,1.179554048674227,1,5,3.0,1999,The Terrorist,7,13,nineties,medium
5780,280,3.425,1.2478296570632526,1,5,4.0,1978,Muqaddar Ka Sikandar,28,20,vintage,low
5781,329,2.7537993920972643,0.9985626114080522,1,5,3.0,2003,Anatomy 2,3,9,modern,low
5782,2109,3.8477951635846375,1.0855577374262015,1,5,4.0,2003,Dora the Explorer: City of Lost Toys,3,36,modern,high
5783,797,3.3914680050188206,1.1966567657930363,1,5,4.0,1990,A Bullet in the Head,16,20,nineties,medium
5784,182,3.21978021978022,1.1544025534003246,1,5,3.0,2002,Humraaz,4,7,modern,low
5785,198,3.005050505050505,1.177183573173268,1,5,3.0,2000,The Cars: Live,6,14,modern,low
5786,307,3.1368078175895766,1.1029581016776349,1,5,3.0,1996,Village of Dreams,10,17,nineties,low
5787,56451,3.9353067261873127,0.8414604134195974,1,5,4.0,1983,Trading Places,23,14,eighties,very_high
5788,56102,4.024437631456989,0.8751544820279686,1,5,4.0,1996,Sling Blade,10,11,nineties,very_high
5789,167,3.065868263473054,1.0649833108647573,1,5,3.0,2002,Just a Dream,4,12,modern,low
5790,180,2.3444444444444446,0.9354724090967373,1,5,2.0,1988,The Drifter,18,11,eighties,low
5791,69,2.739130434782609,1.093458812170373,1,5,3.0,1974,Let Sleeping Corpses Lie,32,24,vintage,very_low
5792,129,2.0852713178294575,0.9356732849259033,1,5,2.0,2005,The Fallen Ones,1,15,modern,very_low
5793,52848,3.5560475325461702,1.0431127591096214,1,5,4.0,2003,Underworld,3,10,modern,very_high
5794,97,3.1030927835051547,0.9069699563481766,1,5,3.0,1942,Roxie Hart,64,10,classic,very_low
5795,69,2.739130434782609,1.1459926844166908,1,5,3.0,1978,Kasme Vaade,28,11,vintage,very_low
5796,99,3.212121212121212,1.2957759260241806,1,5,3.0,1965,F Troop: TV Favorites,41,21,vintage,very_low
5797,117,2.393162393162393,1.0582782451183503,1,5,2.0,1997,The Well,9,8,nineties,very_low
5798,761,3.7161629434954007,1.194665332896627,1,5,4.0,1978,Dallas: Seasons 1 & 2,28,21,vintage,medium
5799,2332,3.247427101200686,1.1591936728124699,1,5,3.0,1983,Jackie Chan's Project A,23,23,eighties,high
5800,482,2.921161825726141,1.2140927067473544,1,5,3.0,2001,Stranger Inside,5,15,modern,medium
5801,766,3.8342036553524803,1.1329548758124237,1,5,4.0,2004,Fairly Oddparents: Channel Chasers,2,34,modern,medium
5802,1101,2.723887375113533,1.1338036394185054,1,5,3.0,2005,Who's Your Daddy,1,16,modern,high
5803,217,2.032258064516129,1.1721580950371204,1,5,2.0,1980,Zombie Lake,26,11,eighties,low
5804,226,2.747787610619469,1.0967100169857722,1,5,3.0,2001,Martial Angels,5,14,modern,low
5805,3955,4.1165613147914035,1.1506705873872374,1,5,5.0,1998,Mr. Show: Season 4,8,18,nineties,high
5806,1507,2.5846051758460518,0.9832470667180147,1,5,3.0,2004,Riding the Bullet,2,17,modern,high
5807,80836,3.5505591568113215,1.009488997684464,1,5,4.0,2004,Raising Helen,2,13,modern,very_high
5808,2474,4.054567502021019,1.2666414907481025,1,5,5.0,1999,Charmed: Season 2,7,17,nineties,high
5809,11835,3.6659907055344316,0.8219289000246675,1,5,4.0,1988,Eight Men Out,18,13,eighties,very_high
5810,305,3.8459016393442624,1.3809766960489225,1,5,4.0,2004,MLB: 2004 World Series,2,22,modern,low
5811,118,2.788135593220339,1.0609759651148345,1,5,3.0,1996,Carried Away,10,12,nineties,very_low
5812,4612,3.716608846487424,1.1937275308844817,1,5,4.0,1992,Pure Country,14,12,nineties,very_high
5813,1153,3.9731136166522116,1.1087430798497777,1,5,4.0,2001,Diana Krall: Live in Paris,5,26,modern,high
5814,74466,2.993715252598501,0.9628502609272395,1,5,3.0,2002,One Hour Photo,4,14,modern,very_high
5815,779,2.8600770218228497,1.026479993267912,1,5,3.0,2001,Kill Me Later,5,13,modern,medium
5816,545,3.891743119266055,1.1168930481249364,1,5,4.0,1971,Mary Tyler Moore: Season 2,35,26,vintage,medium
5817,176,3.5511363636363638,1.0128877323976029,1,5,4.0,2004,Dogs and More Dogs,2,18,modern,low
5818,262,3.6755725190839694,1.0710822115581211,1,5,4.0,2004,A Prairie Home Companion with Garrison Keillor,2,46,modern,low
5819,630,3.704761904761905,1.2322415589468376,1,5,4.0,2001,Bruce Springsteen and the E Street Band: Live in New York City,5,62,modern,medium
5820,613,3.464926590538336,1.0357150932598052,1,5,4.0,1997,True Women,9,10,nineties,medium
5821,1549,4.012265978050355,1.142543217626964,1,5,4.0,1999,Xena: Warrior Princess: Season 5,7,32,nineties,high
5822,325,3.8923076923076922,0.998812210057108,1,5,4.0,2005,Bionicle 3: Web of Shadows,1,26,modern,low
5823,2852,3.07328190743338,1.302627202761559,1,5,3.0,2003,Mary-Kate & Ashley: The Challenge,3,33,modern,high
5824,178,2.640449438202247,1.1324409016518904,1,5,3.0,1971,The Euroshock Collection: Psychomania,35,37,vintage,low
5825,221,2.773755656108597,1.2035700357410744,1,5,3.0,1993,Best of the Best 3 & 4,13,22,nineties,low
5826,572,3.5681818181818183,0.9398186182373068,1,5,4.0,1995,Indictment: The McMartin Trial,11,30,nineties,medium
5827,746,2.89544235924933,1.0855020822175279,1,5,3.0,1995,Jupiter's Wife,11,14,nineties,medium
5828,631,3.6973058637083995,1.2313274679316726,1,5,4.0,2003,Shania Twain: Up! Live in Chicago,3,33,modern,medium
5829,120,3.05,1.0277657909311846,1,5,3.0,1990,Waiting for the Light,16,21,nineties,very_low
5830,346,3.901734104046243,1.0365200411767634,1,5,4.0,1996,Triumph of the Nerds,10,20,nineties,low
5831,1066,3.4943714821763603,1.218968327315429,1,5,4.0,2001,Bluehill Avenue,5,15,modern,high
5832,288,2.670138888888889,0.9548394878416047,1,5,3.0,2002,Con Express,4,11,modern,low
5833,327,3.2660550458715596,0.9232066200035214,1,5,3.0,1968,Bandolero!,38,10,vintage,low
